1449675469283    ,1449675504201    ,34918    
1449675758196    ,1449675799137    ,40941    
1449675433300    ,1449675481292    ,47992    
1449675750171    ,1449675792186    ,42015    
1449675507395    ,1449675540928    ,33533    
1449675791275    ,1449675832016    ,40741    
1449675482325    ,1449675528474    ,46149    
1449675773232    ,1449675801779    ,28547    
1449675570562    ,1449675605342    ,34780    
1449675807323    ,1449675844444    ,37121    
1449675531460    ,1449675576878    ,45418    
1449675799301    ,1449675840276    ,40975    
1449675606685    ,1449675638249    ,31564    
1449675822417    ,1449675859030    ,36613    
1449675577619    ,1449675624229    ,46610    
1449675811345    ,1449675848483    ,37138    
1449675671873    ,1449675717574    ,45701    
1449675625732    ,1449675672051    ,46319    
1449675688954    ,1449675728974    ,40020    
1449675675889    ,1449675719828    ,43939    
1449675726049    ,1449675821126    ,95077    
1449675715009    ,1449675735495    ,20486    
1449675433310    ,1449675468841    ,35531    
1449675743127    ,1449675792039    ,48912    
1449675736080    ,1449675765249    ,29169    
1449675759193    ,1449675779364    ,20171    
1449675470278    ,1449675505537    ,35259    
1449675752181    ,1449675794830    ,42649    
1449675433289    ,1449675479940    ,46651    
1449675794281    ,1449675834309    ,40028    
1449675529444    ,1449675575979    ,46535    
1449675778256    ,1449675813850    ,35594    
1449675483322    ,1449675529260    ,45938    
1449675808327    ,1449675846929    ,38602    
1449675573573    ,1449675605060    ,31487    
1449675801304    ,1449675840780    ,39476    
1449675535468    ,1449675568972    ,33504    
1449675822418    ,1449675858389    ,35971    
1449675616693    ,1449675646716    ,30023    
1449675814356    ,1449675853174    ,38818    
1449675578597    ,1449675623987    ,45390    
1449675672877    ,1449675720546    ,47669    
1449675822422    ,1449675859423    ,37001    
1449675647764    ,1449675668225    ,20461    
1449675691949    ,1449675713854    ,21905    
1449675677902    ,1449675721944    ,44042    
1449675730058    ,1449675752045    ,21987    
1449675719025    ,1449675821067    ,102042    
1449675745129    ,1449675790766    ,45637    
1449675433303    ,1449675468342    ,35039    
1449675737079    ,1449675757740    ,20661    
1449675754189    ,1449675796741    ,42552    
1449675481324    ,1449675529709    ,48385    
1449675746462    ,1449675790042    ,43580    
1449675433286    ,1449675480635    ,47349    
1449675781245    ,1449675801766    ,20521    
1449675530466    ,1449675577206    ,46740    
1449675762210    ,1449675802157    ,39947    
1449675501378    ,1449675534240    ,32862    
1449675803303    ,1449675823845    ,20542    
1449675577617    ,1449675624615    ,46998    
1449675796296    ,1449675832520    ,36224    
1449675541479    ,1449675571559    ,30080    
1449675815360    ,1449675844866    ,29506    
1449675624737    ,1449675670769    ,46032    
1449675810344    ,1449675849555    ,39211    
1449675580601    ,1449675614727    ,34126    
1449675668042    ,1449675715587    ,47545    
1449675624744    ,1449675672581    ,47837    
1449675679908    ,1449675721833    ,41925    
1449675672883    ,1449675724669    ,51786    
1449675721032    ,1449675821070    ,100038    
1449675696986    ,1449675739576    ,42590    
1449675739314    ,1449675790176    ,50862    
1449675433289    ,1449675466507    ,33218    
1449675732076    ,1449675766315    ,34239    
1449675756203    ,1449675796620    ,40417    
1449675468272    ,1449675500103    ,31831    
1449675748188    ,1449675792969    ,44781    
1449675433303    ,1449675482219    ,48916    
1449675787266    ,1449675831337    ,44071    
1449675505390    ,1449675540073    ,34683    
1449675768224    ,1449675805443    ,37219    
1449675482326    ,1449675530035    ,47709    
1449675805313    ,1449675841604    ,36291    
1449675542492    ,1449675578888    ,36396    
1449675797299    ,1449675837252    ,39953    
1449675530465    ,1449675577528    ,47063    
1449675815363    ,1449675853562    ,38199    
1449675605655    ,1449675636840    ,31185    
1449675810348    ,1449675849599    ,39251    
1449675577604    ,1449675624366    ,46762    
1449675669851    ,1449675690553    ,20702    
1449675624741    ,1449675671787    ,47046    
1449675685205    ,1449675731281    ,46076    
1449675673880    ,1449675720994    ,47114    
1449675722037    ,1449675821126    ,99089    
1449675700995    ,1449675744360    ,43365    
1449675741125    ,1449675773155    ,32030    
1449675734073    ,1449675768711    ,34638    